lat(°),long(°),height(m),time(s) 
-20.894475867971778,55.5523441080004,33.0,0
-20.894618527963758,55.5522006098181,32.79999923706055,0
-20.894754733890295,55.552067421376705,32.400001525878906,0
-20.894786920398474,55.55203540250659,32.20000076293945,0
-20.894935028627515,55.55190246552229,32.0,0
-20.89507651515305,55.55176240392029,32.0,0
-20.89521230198443,55.55162594653666,31.600000381469727,0
-20.895366612821817,55.55151932872832,31.399999618530273,0
-20.895441379398108,55.551411705091596,31.200000762939453,0
-20.895550344139338,55.551246581599116,30.799999237060547,0
-20.895652351900935,55.5510713160038,30.600000381469727,0
-20.895744636654854,55.55089655332267,30.399999618530273,0
-20.89580205269158,55.550817931070924,30.0,0
-20.895887296646833,55.55064568296075,29.799999237060547,0
-20.895934319123626,55.5504584312439,29.600000381469727,0
-20.89594923891127,55.55025961250067,29.200000762939453,0
-20.895902467891574,55.55006909184158,29.600000381469727,0
-20.895845973864198,55.54987429641187,29.600000381469727,0
-20.895805321633816,55.54967681877315,29.399999618530273,0
-20.89575855061412,55.54948998615146,29.600000381469727,0
-20.895719323307276,55.5492889881134,29.399999618530273,0
-20.89568914845586,55.54908757098019,29.399999618530273,0
-20.89564715512097,55.54888322018087,29.200000762939453,0
-20.8956057485193,55.548695884644985,29.600000381469727,0
-20.895582614466548,55.5485516320914,29.600000381469727,0
-20.8956731390208,55.54836396127939,29.399999618530273,0
-20.89578009210527,55.54820151999593,29.200000762939453,0
-20.8958856202662,55.54804335348308,29.200000762939453,0
-20.895937671884894,55.54790060967207,29.0,0
-20.895884865894914,55.54771830327809,29.200000762939453,0
-20.895829629153013,55.54751361720264,29.399999618530273,0
-20.89576936326921,55.54732603020966,29.799999237060547,0
-20.895718401297927,55.547127798199654,29.799999237060547,0
-20.895668948069215,55.54692939855158,29.799999237060547,0
-20.895631732419133,55.54673326201737,30.0,0
-20.8956266194582,55.54671607911587,30.0,0
